,dt,pm2_5,pm10,co,no2,o3,so2
0,2022-01-01 00:00:00,3.68,5.2,253.68,8.83,39.34,1.82
1,2022-01-01 01:00:00,3.69,5.27,250.34,8.05,38.62,1.86
2,2022-01-01 02:00:00,3.44,4.99,247.0,7.11,38.27,1.71
3,2022-01-01 03:00:00,2.93,4.26,243.66,6.17,38.62,1.33
4,2022-01-01 04:00:00,3.02,4.07,257.02,6.85,37.19,1.03
5,2022-01-01 05:00:00,4.49,5.46,290.39,10.11,32.54,0.95
6,2022-01-01 06:00:00,6.74,7.79,330.45,15.42,26.82,1.18
7,2022-01-01 07:00:00,7.13,8.26,337.12,18.68,23.96,1.48
8,2022-01-01 08:00:00,5.74,6.81,307.08,18.16,25.03,1.64
9,2022-01-01 09:00:00,4.23,5.2,273.7,15.42,28.61,1.59
10,2022-01-01 10:00:00,3.35,4.2,250.34,11.48,33.97,1.36
11,2022-01-01 11:00:00,2.78,3.5,240.33,8.31,39.7,1.1
12,2022-01-01 12:00:00,2.35,2.96,233.65,6.6,45.06,0.93
13,2022-01-01 13:00:00,2.03,2.61,230.31,6.77,47.21,0.91
14,2022-01-01 14:00:00,2.07,2.77,226.97,7.45,47.92,0.95
15,2022-01-01 15:00:00,2.47,3.52,226.97,8.14,49.35,0.97
16,2022-01-01 16:00:00,3.15,4.86,226.97,9.25,50.78,1.01
17,2022-01-01 17:00:00,3.89,6.57,230.31,10.8,49.35,1.1
18,2022-01-01 18:00:00,4.58,7.95,236.99,12.0,46.49,1.21
19,2022-01-01 19:00:00,5.08,8.53,240.33,12.0,45.06,1.33
20,2022-01-01 20:00:00,5.44,8.82,243.66,12.17,43.27,1.45
21,2022-01-01 21:00:00,5.47,8.59,247.0,12.51,40.05,1.53
22,2022-01-01 22:00:00,5.39,8.32,250.34,12.0,37.55,1.48
23,2022-01-01 23:00:00,5.53,8.87,247.0,10.28,37.19,1.28
24,2022-01-02 00:00:00,6.23,10.63,243.66,8.57,37.19,1.12
25,2022-01-02 01:00:00,6.96,11.16,240.33,7.54,38.98,1.01
26,2022-01-02 02:00:00,7.16,10.51,236.99,6.51,41.48,0.92
27,2022-01-02 03:00:00,7.46,10.77,233.65,5.65,43.99,0.88
28,2022-01-02 04:00:00,7.68,11.42,226.97,4.84,47.21,0.86
29,2022-01-02 05:00:00,6.95,10.54,226.97,4.5,50.07,0.79
30,2022-01-02 06:00:00,5.46,7.68,230.31,5.57,50.07,0.78
31,2022-01-02 07:00:00,4.98,6.33,236.99,7.71,48.64,0.92
32,2022-01-02 08:00:00,5.46,6.57,247.0,9.6,44.7,1.1
33,2022-01-02 09:00:00,6.11,7.01,250.34,9.51,42.56,1.25
34,2022-01-02 10:00:00,6.51,7.3,250.34,7.63,44.35,1.33
35,2022-01-02 11:00:00,7.01,7.9,263.69,7.88,40.41,1.56
36,2022-01-02 12:00:00,7.25,8.18,263.69,7.45,39.7,1.59
37,2022-01-02 13:00:00,6.41,7.17,250.34,6.68,43.99,1.56
38,2022-01-02 14:00:00,5.15,5.76,243.66,7.11,46.49,1.61
39,2022-01-02 15:00:00,4.32,4.84,243.66,8.14,45.42,1.68
40,2022-01-02 16:00:00,3.83,4.25,243.66,8.91,43.27,1.79
41,2022-01-02 17:00:00,3.13,3.44,243.66,8.91,41.48,1.68
42,2022-01-02 18:00:00,2.48,2.73,240.33,8.05,41.84,1.37
43,2022-01-02 19:00:00,1.76,1.94,243.66,7.11,43.27,1.19
44,2022-01-02 20:00:00,1.36,1.5,247.0,6.6,44.7,1.25
45,2022-01-02 21:00:00,1.42,1.57,253.68,6.17,49.35,1.28
46,2022-01-02 22:00:00,1.75,2.02,257.02,5.18,55.07,1.07
47,2022-01-02 23:00:00,2.61,3.2,253.68,4.2,58.65,0.92
48,2022-01-03 00:00:00,3.3,4.28,253.68,3.98,60.08,0.94
49,2022-01-03 01:00:00,3.95,5.25,250.34,3.9,60.8,0.95
50,2022-01-03 02:00:00,4.25,5.62,250.34,3.94,60.08,1.01
51,2022-01-03 03:00:00,4.59,6.05,250.34,3.98,60.08,1.07
52,2022-01-03 04:00:00,4.84,6.47,250.34,4.11,59.37,1.18
53,2022-01-03 05:00:00,4.89,6.69,253.68,4.46,58.65,1.28
54,2022-01-03 06:00:00,4.73,6.64,257.02,6.51,56.51,1.61
55,2022-01-03 07:00:00,4.42,6.28,263.69,8.83,53.64,1.94
56,2022-01-03 08:00:00,4.32,6.4,267.03,10.02,51.5,2.12
57,2022-01-03 09:00:00,4.38,6.66,267.03,10.02,51.5,2.18
58,2022-01-03 10:00:00,4.11,5.6,263.69,9.17,52.93,2.12
59,2022-01-03 11:00:00,3.69,4.4,263.69,8.48,54.36,1.97
60,2022-01-03 12:00:00,3.37,3.8,263.69,8.23,54.36,1.79
61,2022-01-03 13:00:00,3.11,3.41,263.69,8.48,53.64,1.7
62,2022-01-03 14:00:00,2.96,3.2,263.69,9.0,51.5,1.64
63,2022-01-03 15:00:00,2.87,3.08,263.69,9.51,48.64,1.56
64,2022-01-03 16:00:00,3.02,3.23,270.37,11.48,44.35,1.68
65,2022-01-03 17:00:00,3.26,3.5,277.04,14.39,38.27,1.88
66,2022-01-03 18:00:00,3.4,3.67,283.72,16.79,33.62,2.06
67,2022-01-03 19:00:00,3.47,3.76,290.39,18.51,30.4,2.18
68,2022-01-03 20:00:00,3.39,3.68,293.73,19.02,28.25,2.15
69,2022-01-03 21:00:00,3.25,3.55,297.07,18.85,26.82,2.09
70,2022-01-03 22:00:00,3.16,3.46,300.41,17.99,25.03,1.86
71,2022-01-03 23:00:00,3.07,3.36,297.07,16.11,23.25,1.52
72,2022-01-04 00:00:00,2.89,3.16,293.73,13.88,23.6,1.24
73,2022-01-04 01:00:00,2.68,2.95,293.73,13.02,23.6,1.12
74,2022-01-04 02:00:00,2.48,2.74,290.39,12.0,25.03,0.92
75,2022-01-04 03:00:00,2.26,2.51,287.06,10.88,29.68,0.77
76,2022-01-04 04:00:00,2.25,2.5,290.39,10.97,34.69,0.84
77,2022-01-04 05:00:00,2.08,2.33,290.39,11.82,45.06,1.03
78,2022-01-04 06:00:00,1.93,2.21,290.39,15.42,54.36,1.45
79,2022-01-04 07:00:00,2.06,2.39,297.07,22.28,53.64,1.97
80,2022-01-04 08:00:00,2.46,2.89,317.1,30.85,45.78,2.5
81,2022-01-04 09:00:00,2.72,3.19,327.11,34.27,44.35,2.83
82,2022-01-04 10:00:00,2.55,2.95,307.08,24.33,53.64,2.62
83,2022-01-04 11:00:00,3.24,3.64,320.43,22.96,40.05,2.62
84,2022-01-04 12:00:00,3.54,3.91,333.79,22.96,32.19,2.71
85,2022-01-04 13:00:00,3.21,3.53,330.45,22.62,31.11,2.92
86,2022-01-04 14:00:00,3.47,3.8,337.12,25.36,26.11,3.4
87,2022-01-04 15:00:00,3.93,4.3,340.46,30.16,19.49,4.05
88,2022-01-04 16:00:00,4.31,4.74,337.12,36.67,12.16,5.19
89,2022-01-04 17:00:00,3.95,4.41,323.77,40.44,12.16,6.08
90,2022-01-04 18:00:00,2.84,3.23,313.76,37.7,22.89,5.84
91,2022-01-04 19:00:00,2.23,2.6,303.75,31.53,37.91,4.95
92,2022-01-04 20:00:00,1.76,2.38,297.07,24.68,45.78,4.17
93,2022-01-04 21:00:00,1.6,2.64,290.39,18.34,47.92,4.23
94,2022-01-04 22:00:00,2.0,3.55,290.39,18.68,46.49,5.13
95,2022-01-04 23:00:00,2.15,3.45,290.39,16.79,47.92,4.35
96,2022-01-05 00:00:00,2.2,3.34,283.72,13.71,50.78,3.16
97,2022-01-05 01:00:00,2.74,4.03,283.72,12.51,55.07,2.47
98,2022-01-05 02:00:00,2.83,4.23,283.72,11.31,60.08,2.06
99,2022-01-05 03:00:00,2.75,4.17,283.72,10.71,61.51,1.94
100,2022-01-05 04:00:00,2.68,4.14,280.38,10.45,59.37,2.06
101,2022-01-05 05:00:00,3.15,4.62,287.06,12.0,52.21,2.44
102,2022-01-05 06:00:00,3.96,5.32,307.08,17.31,43.27,3.01
103,2022-01-05 07:00:00,3.96,5.22,317.1,21.76,37.55,3.28
104,2022-01-05 08:00:00,3.56,4.86,320.43,23.31,36.48,3.46
105,2022-01-05 09:00:00,3.46,4.86,327.11,22.96,38.27,3.61
106,2022-01-05 10:00:00,3.18,4.69,323.77,20.05,42.56,3.52
107,2022-01-05 11:00:00,2.72,4.28,313.76,17.48,45.78,3.49
108,2022-01-05 12:00:00,2.03,3.51,300.41,14.74,49.35,3.19
109,2022-01-05 13:00:00,1.47,2.69,287.06,12.51,53.64,2.77
110,2022-01-05 14:00:00,1.31,2.35,280.38,12.51,55.07,2.62
111,2022-01-05 15:00:00,1.29,2.32,283.72,13.54,54.36,2.71
112,2022-01-05 16:00:00,1.32,2.34,287.06,14.91,52.21,2.89
113,2022-01-05 17:00:00,1.39,2.47,290.39,16.79,50.07,3.22
114,2022-01-05 18:00:00,1.52,2.69,293.73,18.68,47.21,3.67
115,2022-01-05 19:00:00,1.72,2.82,300.41,20.73,44.35,4.23
116,2022-01-05 20:00:00,2.02,3.16,310.42,22.96,41.48,4.65
117,2022-01-05 21:00:00,2.33,3.53,313.76,23.99,40.77,4.89
118,2022-01-05 22:00:00,2.78,4.22,313.76,23.65,41.84,4.65
119,2022-01-05 23:00:00,3.07,4.9,307.08,20.73,45.06,3.99
120,2022-01-06 00:00:00,3.13,5.53,297.07,16.79,49.35,3.31
121,2022-01-06 01:00:00,3.16,6.02,297.07,15.94,50.07,3.01
122,2022-01-06 02:00:00,3.19,6.12,300.41,16.62,48.64,2.86
123,2022-01-06 03:00:00,3.22,5.91,303.75,17.48,47.21,2.83
124,2022-01-06 04:00:00,3.32,5.75,310.42,18.68,44.7,2.74
125,2022-01-06 05:00:00,3.53,5.76,320.43,21.76,40.05,2.74
126,2022-01-06 06:00:00,4.3,6.38,350.48,34.96,27.18,3.4
127,2022-01-06 07:00:00,5.69,7.73,400.54,54.84,10.01,4.29
128,2022-01-06 08:00:00,6.75,8.86,427.25,60.32,2.48,4.71
129,2022-01-06 09:00:00,7.38,9.54,427.25,53.47,4.25,4.59
130,2022-01-06 10:00:00,8.01,10.37,413.89,39.07,13.95,4.05
131,2022-01-06 11:00:00,9.05,11.79,413.89,32.22,19.49,3.99
132,2022-01-06 12:00:00,9.89,13.02,413.89,29.47,23.96,4.35
133,2022-01-06 13:00:00,6.9,9.99,347.14,19.54,41.84,3.61
134,2022-01-06 14:00:00,6.93,10.02,337.12,18.51,43.27,3.25
135,2022-01-06 15:00:00,6.81,9.79,327.11,19.54,41.84,3.61
136,2022-01-06 16:00:00,6.01,9.0,317.1,21.42,38.98,3.87
137,2022-01-06 17:00:00,5.48,8.33,310.42,20.91,37.91,2.8
138,2022-01-06 18:00:00,5.76,8.35,310.42,20.22,36.84,2.12
139,2022-01-06 19:00:00,5.93,8.33,310.42,19.02,36.84,2.0
140,2022-01-06 20:00:00,6.4,8.57,317.1,18.16,38.27,2.15
141,2022-01-06 21:00:00,12.72,14.98,383.85,25.02,32.54,3.46
142,2022-01-06 22:00:00,15.04,17.02,400.54,24.33,32.9,4.05
143,2022-01-06 23:00:00,8.78,9.79,330.45,13.37,45.42,2.68
144,2022-01-07 00:00:00,5.05,5.54,290.39,7.37,54.36,1.73
145,2022-01-07 01:00:00,4.09,4.37,283.72,6.17,60.08,1.36
146,2022-01-07 02:00:00,4.34,4.55,293.73,7.11,62.23,1.46
147,2022-01-07 03:00:00,4.83,5.0,310.42,8.05,61.51,1.67
148,2022-01-07 04:00:00,4.83,5.01,313.76,7.88,62.23,1.7
149,2022-01-07 05:00:00,4.25,4.45,300.41,7.45,64.37,1.64
150,2022-01-07 06:00:00,3.37,3.59,287.06,8.74,64.37,1.71
151,2022-01-07 07:00:00,2.97,3.22,287.06,10.97,60.8,1.85
152,2022-01-07 08:00:00,2.81,3.09,287.06,12.51,55.79,2.0
153,2022-01-07 09:00:00,2.53,2.82,287.06,12.68,52.21,2.09
154,2022-01-07 10:00:00,2.08,2.38,287.06,12.0,49.35,2.15
155,2022-01-07 11:00:00,1.9,2.19,283.72,11.48,47.21,2.18
156,2022-01-07 12:00:00,1.84,2.11,280.38,11.31,45.42,2.15
157,2022-01-07 13:00:00,1.69,1.9,277.04,11.65,44.7,2.15
158,2022-01-07 14:00:00,1.48,1.69,283.72,12.51,46.49,2.06
159,2022-01-07 15:00:00,1.45,1.69,287.06,13.88,50.07,1.97
160,2022-01-07 16:00:00,1.78,2.12,293.73,17.31,48.64,2.21
161,2022-01-07 17:00:00,2.19,2.65,303.75,21.42,44.35,2.5
162,2022-01-07 18:00:00,2.69,3.25,313.76,25.02,40.41,2.77
163,2022-01-07 19:00:00,3.55,4.3,333.79,30.85,33.62,3.13
164,2022-01-07 20:00:00,4.7,5.71,360.49,38.39,24.68,3.58
165,2022-01-07 21:00:00,5.87,7.1,383.85,43.18,18.42,3.73
166,2022-01-07 22:00:00,6.99,8.43,400.54,44.55,15.2,3.58
167,2022-01-07 23:00:00,7.92,9.52,410.56,39.07,17.88,2.95
168,2022-01-08 00:00:00,9.21,10.91,427.25,32.9,22.53,2.35
169,2022-01-08 01:00:00,10.19,11.92,447.27,29.82,24.68,2.12
170,2022-01-08 02:00:00,9.28,10.87,420.57,25.02,28.61,1.94
171,2022-01-08 03:00:00,7.19,8.52,363.83,19.36,35.05,1.86
172,2022-01-08 04:00:00,6.04,7.16,320.43,15.94,40.05,1.89
173,2022-01-08 05:00:00,6.73,7.76,310.42,16.45,38.98,1.94
174,2022-01-08 06:00:00,8.17,9.23,320.43,21.25,33.97,2.21
175,2022-01-08 07:00:00,8.45,9.56,327.11,26.73,28.25,2.38
176,2022-01-08 08:00:00,7.33,8.48,320.43,26.05,28.97,2.32
177,2022-01-08 09:00:00,5.84,7.01,307.08,20.56,36.12,2.12
178,2022-01-08 10:00:00,4.2,4.99,290.39,13.71,45.42,1.58
179,2022-01-08 11:00:00,3.1,3.49,283.72,10.28,49.35,1.33
180,2022-01-08 12:00:00,3.35,3.59,287.06,9.77,48.64,1.45
181,2022-01-08 13:00:00,2.79,2.92,293.73,9.17,51.5,1.13
182,2022-01-08 14:00:00,1.32,1.41,273.7,7.11,52.93,0.81
183,2022-01-08 15:00:00,1.13,1.2,260.35,6.68,51.5,0.67
184,2022-01-08 16:00:00,1.09,1.15,253.68,7.11,52.21,0.62
185,2022-01-08 17:00:00,0.97,1.03,247.0,6.94,56.51,0.6
186,2022-01-08 18:00:00,1.03,1.09,247.0,6.77,59.37,0.64
187,2022-01-08 19:00:00,1.17,1.24,247.0,7.11,60.8,0.77
188,2022-01-08 20:00:00,1.35,1.45,250.34,8.23,59.37,0.9
189,2022-01-08 21:00:00,1.29,1.4,250.34,9.08,57.94,1.04
190,2022-01-08 22:00:00,1.13,1.25,247.0,8.57,57.94,1.31
191,2022-01-08 23:00:00,1.39,1.52,253.68,8.91,58.65,1.7
192,2022-01-09 00:00:00,0.97,1.08,240.33,7.97,55.07,1.61
193,2022-01-09 01:00:00,0.73,0.87,240.33,5.74,61.51,1.77
194,2022-01-09 02:00:00,0.67,0.88,243.66,5.27,61.51,1.62
195,2022-01-09 03:00:00,0.66,0.9,247.0,5.06,60.08,1.42
196,2022-01-09 04:00:00,0.65,0.99,247.0,5.01,58.65,1.33
197,2022-01-09 05:00:00,0.77,1.24,250.34,6.17,56.51,1.49
198,2022-01-09 06:00:00,1.29,1.91,263.69,9.94,51.5,2.06
199,2022-01-09 07:00:00,1.62,2.41,270.37,13.02,47.21,2.26
200,2022-01-09 08:00:00,1.75,2.74,280.38,14.57,45.78,2.21
201,2022-01-09 09:00:00,2.01,3.15,290.39,15.42,46.49,2.24
202,2022-01-09 10:00:00,2.17,3.43,297.07,14.39,48.64,2.24
203,2022-01-09 11:00:00,2.19,3.51,293.73,13.19,50.07,2.32
204,2022-01-09 12:00:00,2.05,3.41,290.39,12.51,51.5,2.41
205,2022-01-09 13:00:00,1.9,3.12,283.72,12.68,51.5,2.56
206,2022-01-09 14:00:00,2.0,3.14,283.72,15.08,48.64,2.86
207,2022-01-09 15:00:00,2.17,3.29,287.06,18.68,45.06,3.19
208,2022-01-09 16:00:00,2.76,3.95,307.08,28.45,34.33,3.61
209,2022-01-09 17:00:00,3.91,5.29,343.8,44.55,18.24,3.99
210,2022-01-09 18:00:00,4.82,6.41,367.16,54.15,8.23,3.93
211,2022-01-09 19:00:00,5.56,7.32,383.85,54.84,3.93,3.78
212,2022-01-09 20:00:00,6.45,8.38,400.54,52.78,1.92,3.64
213,2022-01-09 21:00:00,7.32,9.39,410.56,50.04,1.43,3.46
214,2022-01-09 22:00:00,8.07,10.26,417.23,47.3,0.85,3.01
215,2022-01-09 23:00:00,8.58,10.79,420.57,45.24,0.63,2.29
216,2022-01-10 00:00:00,9.37,11.54,423.91,43.87,1.26,2.0
217,2022-01-10 01:00:00,10.92,13.03,447.27,45.93,0.8,1.89
218,2022-01-10 02:00:00,12.42,14.46,467.3,45.93,0.23,2.47
219,2022-01-10 03:00:00,12.92,14.79,473.98,43.53,0.23,3.43
220,2022-01-10 04:00:00,12.64,14.09,460.62,40.1,0.31,3.58
221,2022-01-10 05:00:00,11.81,13.01,447.27,38.04,0.61,3.73
222,2022-01-10 06:00:00,11.26,12.4,440.6,38.39,0.69,4.65
223,2022-01-10 07:00:00,10.35,11.73,427.25,39.07,0.64,5.54
224,2022-01-10 08:00:00,9.75,11.79,420.57,41.47,0.39,6.02
225,2022-01-10 09:00:00,9.5,12.6,417.23,46.61,1.15,6.44
226,2022-01-10 10:00:00,8.28,11.44,380.52,43.53,11.27,4.59
227,2022-01-10 11:00:00,7.78,10.76,363.83,38.04,18.24,3.4
228,2022-01-10 12:00:00,7.35,10.09,353.81,33.24,22.53,2.74
229,2022-01-10 13:00:00,6.85,9.26,340.46,28.45,29.68,2.5
230,2022-01-10 14:00:00,6.8,9.13,340.46,27.42,30.4,2.32
231,2022-01-10 15:00:00,6.8,9.16,343.8,28.79,27.54,2.26
232,2022-01-10 16:00:00,7.27,9.74,357.15,39.41,13.05,2.35
233,2022-01-10 17:00:00,8.32,10.96,390.53,45.93,1.08,2.47
234,2022-01-10 18:00:00,9.42,12.19,423.91,45.24,0.07,3.67
235,2022-01-10 19:00:00,10.39,13.31,453.95,47.98,0.01,5.54
236,2022-01-10 20:00:00,11.02,14.0,467.3,52.78,0.01,6.14
237,2022-01-10 21:00:00,11.23,14.1,467.3,54.15,0.02,6.2
238,2022-01-10 22:00:00,10.38,12.93,433.92,49.35,0.19,5.19
239,2022-01-10 23:00:00,9.55,11.84,400.54,45.24,0.55,3.99
240,2022-01-11 00:00:00,9.0,11.21,377.18,41.13,2.84,3.31
241,2022-01-11 01:00:00,9.07,11.3,357.15,33.24,9.75,2.8
242,2022-01-11 02:00:00,10.7,12.88,353.81,28.1,11.62,2.68
243,2022-01-11 03:00:00,13.56,15.68,360.49,26.39,12.52,2.95
244,2022-01-11 04:00:00,16.06,18.06,360.49,25.36,16.45,3.49
245,2022-01-11 05:00:00,17.02,18.86,357.15,25.02,18.78,3.87
246,2022-01-11 06:00:00,17.9,19.66,363.83,29.13,16.45,4.95
247,2022-01-11 07:00:00,19.03,20.8,370.5,34.62,12.52,6.32
248,2022-01-11 08:00:00,19.48,21.21,373.84,39.07,11.27,6.97
249,2022-01-11 09:00:00,18.56,20.22,373.84,39.76,14.13,5.6
250,2022-01-11 10:00:00,17.19,18.79,373.84,32.22,24.32,4.83
251,2022-01-11 11:00:00,16.56,18.21,370.5,27.42,28.61,4.05
252,2022-01-11 12:00:00,16.71,18.49,367.16,23.99,28.61,3.76
253,2022-01-11 13:00:00,16.03,17.81,363.83,22.96,27.89,3.67
254,2022-01-11 14:00:00,16.3,18.12,373.84,26.39,23.6,3.49
255,2022-01-11 15:00:00,16.11,17.92,380.52,32.9,18.42,3.22
256,2022-01-11 16:00:00,15.74,17.51,387.19,45.93,7.6,2.98
257,2022-01-11 17:00:00,15.74,17.48,407.22,54.15,0.93,2.83
258,2022-01-11 18:00:00,16.08,17.79,433.92,54.84,0.1,2.92
259,2022-01-11 19:00:00,16.64,18.35,460.62,56.89,0.03,3.13
260,2022-01-11 20:00:00,17.06,18.78,480.65,58.26,0.03,3.52
261,2022-01-11 21:00:00,17.56,19.25,487.33,57.58,0.05,4.11
262,2022-01-11 22:00:00,17.35,18.98,480.65,55.52,0.16,4.35
263,2022-01-11 23:00:00,16.3,17.77,460.62,53.47,0.65,3.99
264,2022-01-12 00:00:00,14.78,16.06,423.91,49.35,3.67,3.37
265,2022-01-12 01:00:00,13.07,14.16,390.53,39.41,11.8,2.47
266,2022-01-12 02:00:00,11.87,12.79,367.16,29.82,20.74,2.06
267,2022-01-12 03:00:00,11.53,12.36,350.48,23.31,28.25,2.09
268,2022-01-12 04:00:00,12.15,12.92,347.14,20.56,31.11,2.15
269,2022-01-12 05:00:00,13.45,14.24,353.81,22.28,27.18,2.18
270,2022-01-12 06:00:00,15.54,16.42,377.18,29.82,17.7,2.62
271,2022-01-12 07:00:00,18.17,19.26,403.88,39.41,6.53,3.25
272,2022-01-12 08:00:00,20.78,22.15,440.6,44.55,0.88,3.99
273,2022-01-12 09:00:00,24.2,25.84,494.0,46.61,0.15,5.01
274,2022-01-12 10:00:00,27.69,29.57,534.06,47.3,0.37,5.78
275,2022-01-12 11:00:00,30.16,32.23,560.76,47.3,0.65,6.26
276,2022-01-12 12:00:00,31.91,34.11,587.46,47.3,0.85,6.74
277,2022-01-12 13:00:00,30.32,32.34,567.44,43.53,3.0,6.91
278,2022-01-12 14:00:00,28.11,29.94,547.41,40.1,3.53,6.5
279,2022-01-12 15:00:00,25.98,27.72,520.71,39.76,2.91,5.6
280,2022-01-12 16:00:00,26.44,28.27,534.06,39.76,0.49,4.23
281,2022-01-12 17:00:00,29.13,31.18,574.11,38.39,0.0,3.7
282,2022-01-12 18:00:00,31.87,33.93,627.52,38.39,0.0,4.17
283,2022-01-12 19:00:00,34.49,36.29,674.25,39.07,0.0,5.78
284,2022-01-12 20:00:00,36.36,37.98,707.63,40.1,0.0,8.11
285,2022-01-12 21:00:00,37.6,39.08,727.65,41.47,0.0,10.13
286,2022-01-12 22:00:00,35.89,37.14,720.98,42.84,0.0,10.25
287,2022-01-12 23:00:00,33.4,34.36,687.6,41.81,0.0,7.75
288,2022-01-13 00:00:00,31.86,32.49,660.9,40.78,0.0,5.66
289,2022-01-13 01:00:00,32.31,32.8,647.54,40.44,0.0,4.71
290,2022-01-13 02:00:00,33.32,33.96,634.19,40.44,0.0,4.41
291,2022-01-13 03:00:00,33.52,34.44,620.84,41.13,0.0,4.23
292,2022-01-13 04:00:00,32.57,33.84,594.14,42.16,0.0,4.35
293,2022-01-13 05:00:00,32.75,34.05,600.81,43.53,0.0,4.77
294,2022-01-13 06:00:00,33.45,34.65,627.52,45.93,0.0,6.02
295,2022-01-13 07:00:00,34.18,35.28,654.22,49.35,0.0,7.21
296,2022-01-13 08:00:00,34.06,35.28,674.25,52.78,0.0,8.34
297,2022-01-13 09:00:00,33.38,34.9,694.27,56.89,0.27,9.78
298,2022-01-13 10:00:00,31.57,33.29,694.27,59.63,2.19,8.82
299,2022-01-13 11:00:00,29.12,30.99,674.25,58.95,6.08,6.26
300,2022-01-13 12:00:00,27.53,29.55,647.54,56.21,10.28,5.3
301,2022-01-13 13:00:00,25.16,27.29,574.11,54.84,16.99,5.9
302,2022-01-13 14:00:00,25.89,28.15,574.11,56.21,14.31,6.26
303,2022-01-13 15:00:00,26.06,28.38,560.76,59.63,9.3,6.32
304,2022-01-13 16:00:00,27.71,30.09,587.46,64.43,1.5,5.9
305,2022-01-13 17:00:00,31.18,33.67,654.22,61.01,0.0,5.3
306,2022-01-13 18:00:00,33.67,36.26,700.95,56.21,0.0,4.95
307,2022-01-13 19:00:00,34.65,37.35,714.3,54.15,0.0,4.41
308,2022-01-13 20:00:00,35.79,38.49,720.98,54.84,0.0,4.23
309,2022-01-13 21:00:00,37.9,40.64,727.65,55.52,0.0,4.35
310,2022-01-13 22:00:00,39.53,42.32,720.98,56.21,0.0,4.35
311,2022-01-13 23:00:00,41.05,43.85,707.63,56.21,0.0,4.41
312,2022-01-14 00:00:00,42.9,45.69,700.95,56.21,0.0,4.35
313,2022-01-14 01:00:00,44.64,47.36,707.63,55.52,0.0,5.96
314,2022-01-14 02:00:00,45.04,47.67,700.95,54.84,0.0,6.79
315,2022-01-14 03:00:00,45.01,47.29,694.27,53.47,0.0,5.96
316,2022-01-14 04:00:00,44.28,46.0,680.92,53.47,0.0,5.13
317,2022-01-14 05:00:00,43.43,44.92,674.25,55.52,0.0,5.19
318,2022-01-14 06:00:00,42.62,44.02,674.25,58.95,0.0,6.97
319,2022-01-14 07:00:00,41.75,43.17,680.92,61.69,0.0,9.06
320,2022-01-14 08:00:00,42.26,43.73,707.63,63.75,0.0,10.97
321,2022-01-14 09:00:00,44.11,45.73,754.36,65.12,1.06,9.54
322,2022-01-14 10:00:00,43.87,45.87,761.03,59.63,5.05,7.87
323,2022-01-14 11:00:00,43.28,45.67,727.65,53.47,7.78,6.44
324,2022-01-14 12:00:00,42.71,45.43,694.27,51.41,9.75,5.96
325,2022-01-14 13:00:00,44.44,47.52,714.3,51.41,8.49,5.96
326,2022-01-14 14:00:00,48.95,52.42,781.06,52.09,4.96,6.32
327,2022-01-14 15:00:00,52.53,56.3,827.79,54.15,2.26,7.99
328,2022-01-14 16:00:00,56.72,60.68,894.55,59.63,0.26,12.28
329,2022-01-14 17:00:00,61.85,66.01,988.01,67.86,0.0,17.88
330,2022-01-14 18:00:00,67.7,71.97,1068.12,77.46,0.0,24.08
331,2022-01-14 19:00:00,71.12,75.07,1121.52,83.63,0.0,27.89
332,2022-01-14 20:00:00,72.16,75.68,1134.87,83.63,0.0,27.66
333,2022-01-14 21:00:00,72.46,75.7,1108.17,81.57,0.0,25.75
334,2022-01-14 22:00:00,71.12,74.14,1068.12,77.46,0.0,21.22
335,2022-01-14 23:00:00,68.26,71.07,1001.36,71.29,0.0,14.9
336,2022-01-15 00:00:00,64.65,67.51,934.6,64.43,0.0,9.42
337,2022-01-15 01:00:00,57.99,62.05,834.47,58.26,0.0,5.66
338,2022-01-15 02:00:00,49.45,56.09,720.98,53.47,0.0,2.74
339,2022-01-15 03:00:00,42.68,51.18,634.19,50.04,0.0,2.18
340,2022-01-15 04:00:00,41.76,49.12,600.81,55.52,0.0,5.25
341,2022-01-15 05:00:00,42.79,49.57,634.19,57.58,0.0,4.53
342,2022-01-15 06:00:00,43.01,49.44,647.54,58.95,0.0,4.11
343,2022-01-15 07:00:00,41.53,46.64,634.19,59.63,0.0,5.01
344,2022-01-15 08:00:00,39.31,42.98,587.46,57.58,0.01,5.07
345,2022-01-15 09:00:00,37.0,39.78,527.38,50.72,1.48,4.95
346,2022-01-15 10:00:00,35.31,37.71,473.98,38.39,7.06,4.11
347,2022-01-15 11:00:00,34.16,36.42,440.6,29.82,10.91,2.8
348,2022-01-15 12:00:00,33.96,36.23,427.25,25.36,12.7,2.44
349,2022-01-15 13:00:00,30.94,33.33,400.54,26.73,18.06,3.4
350,2022-01-15 14:00:00,29.48,31.87,393.87,29.82,16.81,3.31
351,2022-01-15 15:00:00,29.29,31.69,383.85,32.9,11.44,2.74
352,2022-01-15 16:00:00,29.86,32.29,383.85,38.73,2.62,2.21
353,2022-01-15 17:00:00,30.82,33.32,397.21,39.41,0.02,1.94
354,2022-01-15 18:00:00,31.04,33.69,420.57,39.76,0.0,1.97
355,2022-01-15 19:00:00,30.53,33.3,447.27,41.47,0.0,2.03
356,2022-01-15 20:00:00,30.35,33.08,487.33,43.87,0.0,2.09
357,2022-01-15 21:00:00,31.05,33.64,554.08,47.98,0.0,2.41
